osm_id,name,category,subcategory,lat,lon,admin_division
n4205911416,Tesco Express,supermarket,shop=convenience,53.3148431,-6.2956599,Dublin
n4209207503,On the Run,supermarket,shop=convenience,53.3170957,-6.2926432,Dublin
n4218636549,Spar,supermarket,shop=convenience,53.3340729,-6.2909571,Dublin
n4248244289,Home,supermarket,shop=convenience,53.3198847,-6.3272358,
n4252198691,Kimex Cash & Carry,supermarket,shop=supermarket,53.3293766,-6.2991335,
n4266245708,Balkan,supermarket,shop=supermarket,53.3339315,-6.2922067,
n4266245726,Shazly & Sons,supermarket,shop=greengrocer,53.3339813,-6.2922702,
n4293420786,Polonez,supermarket,shop=supermarket,53.2832504,-6.3763105,Tallaght
n4324854821,Dunnes Stores,supermarket,shop=supermarket,53.3250623,-6.3958019,Clondalkin
n4368865472,Lawlor's,supermarket,shop=butcher,53.3209734,-6.2560542,Dublin
n4379473789,Centra,supermarket,shop=convenience,53.2780562,-6.400398,Tallaght
n4386417599,Spar,supermarket,shop=convenience,53.2775883,-6.4176341,
n4386425657,,supermarket,shop=supermarket,53.2878248,-6.3667897,
n4386437218,Centra,supermarket,shop=convenience,53.2955309,-6.3422051,Tallaght
n4396967814,James Whelan,supermarket,shop=butcher,53.3239558,-6.2642342,Dublin
n4423820389,Aldi,supermarket,shop=supermarket,53.277307,-6.1400285,
n4432291082,The Butchery,supermarket,shop=butcher,53.5855852,-6.2896791,Naul
n4432293208,Daybreak,supermarket,shop=convenience,53.5857178,-6.2898156,Naul
n4443375689,Tesco Express,supermarket,shop=convenience,53.3602978,-6.2604438,Dublin
n4500228183,,supermarket,shop=convenience,53.2781755,-6.3986926,
n4502657291,Max Pizza,supermarket,shop=supermarket,53.3535891,-6.2269909,Dublin
n4508860276,Circle K,supermarket,shop=convenience,53.2548753,-6.1444419,
n4511368748,,supermarket,shop=convenience,53.2787231,-6.4004795,
n4538333500,Costless Asian store,supermarket,shop=supermarket,53.2860356,-6.367391,
n4549711708,Dublin Meat Co.,supermarket,shop=butcher,53.2884938,-6.1983287,
n4560991248,Lidl,supermarket,shop=supermarket,53.2788883,-6.1377607,
n4612876870,Spar,supermarket,shop=convenience,53.2886131,-6.2166155,
n4616166907,Mroz,supermarket,shop=supermarket,53.4707674,-6.2318689,
n4686836814,More For Less,supermarket,shop=convenience,53.455498,-6.2206362,
n4686839155,Polish Market,supermarket,shop=supermarket,53.4590304,-6.2214999,Swords
n4686846002,Tuthills,supermarket,shop=convenience,53.4536352,-6.2186772,Swords
n4686846017,More 4 Less,supermarket,shop=convenience,53.4540564,-6.2193779,
n4686871294,Cardrac express,supermarket,shop=convenience,53.4590572,-6.2202651,Swords
n4743314676,Lituanica,supermarket,shop=supermarket,53.3868376,-6.3768928,
n4751529382,Brown's,supermarket,shop=convenience,53.3174417,-6.2079691,
n4804347224,Your Stop,supermarket,shop=convenience,53.3086892,-6.1962748,
n4837342727,Circle K,supermarket,shop=convenience,53.318277,-6.2106335,
n4864350755,Mace,supermarket,shop=convenience,53.415361,-6.3620426,Dublin
n4871882984,Barley Hall,supermarket,shop=grocery,53.3374668,-6.2861083,Dublin
n4899884228,Moldova,supermarket,shop=convenience,53.3601092,-6.2768726,
n4899884232,Elliot's,supermarket,shop=bakery,53.3606277,-6.2746977,
n4913827331,Centra,supermarket,shop=convenience,53.3243104,-6.3232743,Dublin
n4913827370,Kokonut,supermarket,shop=convenience,53.3241344,-6.3296479,
n5046224021,The Natural Bakery,supermarket,shop=bakery,53.3379592,-6.2522304,Dublin
n5058868976,Maxol,supermarket,shop=convenience,53.3202039,-6.2786331,
n5089543003,Fresh,supermarket,shop=convenience,53.3467154,-6.2928448,Dublin
n5108280523,Nourish,supermarket,shop=supermarket,53.3327094,-6.2160486,
n5109507722,Twist,supermarket,shop=bakery,53.3460014,-6.2619494,Dublin
n5135896046,Kazak Russian Shop,supermarket,shop=supermarket,53.35198,-6.2651923,
n5155895122,SuperValu,supermarket,shop=supermarket,53.3762364,-6.3331121,Dublin
n5167945443,The Natural Bakery,supermarket,shop=bakery,53.3224793,-6.2379419,Donnybrook
n5170237095,Spar,supermarket,shop=supermarket,53.308527,-6.2147828,Dublin
n5207417489,Daybreak,supermarket,shop=convenience,53.3235165,-6.4247351,Clondalkin
n5212682322,Ladurée Dublin,supermarket,shop=bakery,53.3429671,-6.2621548,Dublin
n5250588243,Mroz,supermarket,shop=convenience,53.286474,-6.3751921,
n5254407521,Centra,supermarket,shop=convenience,53.4577289,-6.2206573,Swords
n5268042831,Mace,supermarket,shop=convenience,53.5176175,-6.2662988,
n5268078429,Applegreen,supermarket,shop=convenience,53.5648753,-6.2118063,
n5282175133,Paperweight,supermarket,shop=convenience,53.4505255,-6.154504,
n5300250099,Pick & Pay,supermarket,shop=convenience,53.3512872,-6.2613353,Dublin
n5301488756,Londis,supermarket,shop=convenience,53.3525771,-6.2611257,
n5301563869,Rongs,supermarket,shop=supermarket,53.3531437,-6.2605745,Dublin
n5301569918,Nimra Asian Foods,supermarket,shop=supermarket,53.3530762,-6.2599971,Dublin
n5333589932,Circle K,supermarket,shop=convenience,53.3529738,-6.364027,
n5342923222,Star Buys,supermarket,shop=supermarket,53.4019815,-6.1790532,Dublin
n5350191603,Convenience shop,supermarket,shop=convenience,53.3436612,-6.2617368,Dublin
n5353169375,Happy's News and Booze,supermarket,shop=convenience,53.3340309,-6.2773603,
n5367355655,Riverside,supermarket,shop=convenience,53.3462075,-6.2617509,Dublin
n5375459842,McNally's Newsagents,supermarket,shop=convenience,53.3556882,-6.2610498,
n5376983455,Anatolia,supermarket,shop=supermarket,53.3471924,-6.263762,Dublin
n5381116598,Shanard Late Shop,supermarket,shop=convenience,53.3908449,-6.2570538,
n5381214197,Londis,supermarket,shop=convenience,53.3852792,-6.2582749,
n5405991622,Alimentara Transilvania,supermarket,shop=supermarket,53.3590749,-6.2615934,
n5405991623,Goldribbon,supermarket,shop=bakery,53.3591149,-6.2615653,
n5419527348,P. Byrne & Sons,supermarket,shop=butcher,53.387715,-6.2380237,Dublin
n5419527349,Beaumont Bakery,supermarket,shop=bakery,53.3877212,-6.2378886,Dublin
n5419527354,Barry's,supermarket,shop=greengrocer,53.3877398,-6.2374822,Dublin
n5421670742,Centra,supermarket,shop=convenience,53.3841222,-6.2143051,Dublin
n5494544275,Lidl,supermarket,shop=supermarket,53.290677,-6.2454676,Dundrum
n5546953990,Dunnes Stores,supermarket,shop=supermarket,53.384807,-6.3122035,Dublin
n5549640262,,supermarket,shop=convenience,53.3440091,-6.3704294,Dublin
n5561973810,The Butcher Shop,supermarket,shop=butcher,53.4011338,-6.180597,Dublin
n5562033603,The Natural Bakery,supermarket,shop=bakery,53.4013985,-6.1804126,Dublin
n5564682009,Bimbo's Corner Shop,supermarket,shop=convenience,53.3951485,-6.2300561,
n5577354521,Lidl,supermarket,shop=supermarket,53.4051642,-6.2611801,Dublin
n5585403335,Spar,supermarket,shop=convenience,53.3509506,-6.2524742,
n5585403357,Mobile Expert,supermarket,shop=convenience,53.3507553,-6.2537469,Dublin
n5590887358,Spar,supermarket,shop=convenience,53.3760819,-6.1926619,Dublin
n5603182331,Re Store,supermarket,shop=convenience,53.3496074,-6.3772229,
n5604168431,Centra,supermarket,shop=convenience,53.4034435,-6.1712756,Dublin
n5605991600,Texaco,supermarket,shop=convenience,53.2828119,-6.1586976,
n5614225114,,supermarket,shop=convenience,53.4535052,-6.2244507,
n5624579152,Mace,supermarket,shop=convenience,53.3161273,-6.3433759,
n5628678411,Eurospar,supermarket,shop=supermarket,53.3501547,-6.2608399,Dublin
n5629484883,The Butchers Kitchen,supermarket,shop=butcher,53.287286,-6.3823142,
n5635130295,Circle K,supermarket,shop=convenience,53.2789216,-6.1073678,
n5649658853,Londis,supermarket,shop=convenience,53.3117231,-6.2995886,
n5659027547,Circle K,supermarket,shop=convenience,53.3200559,-6.2434744,
n5671003013,An Bácús Beag,supermarket,shop=bakery,53.4924177,-6.1357269,Donabate
n5673359175,Circle K,supermarket,shop=convenience,53.4867688,-6.1978587,
n5694827179,Lidl,supermarket,shop=supermarket,53.3578372,-6.2894468,Dublin
n5770705035,Centra,supermarket,shop=convenience,53.3410367,-6.3352008,Dublin
n5779961908,,supermarket,shop=convenience,53.2907417,-6.3779437,
n5792836440,Fitness Ireland,supermarket,shop=convenience,53.3488686,-6.2777493,Dublin
n5851557356,Day-Today,supermarket,shop=convenience,53.3958653,-6.4394334,
n5857257616,Pinoy Sari Sari Store Ltd,supermarket,shop=supermarket,53.3482561,-6.2694298,
n5862047872,News Express,supermarket,shop=convenience,53.3424369,-6.3507709,
n5862047876,K. Doyle Greengrocer,supermarket,shop=greengrocer,53.3424338,-6.3509151,Dublin
n5862048388,Spar,supermarket,shop=convenience,53.3423929,-6.3519587,
n5862048414,Whelan's Butchers & Deli,supermarket,shop=butcher,53.3424184,-6.3527041,
n5862048415,McLoughlin's Butchers & Deli,supermarket,shop=butcher,53.3424271,-6.3528251,
n5862048416,More 4 Less,supermarket,shop=convenience,53.3424386,-6.3529924,
n5862048419,Tasty Treats Bakery,supermarket,shop=bakery,53.3424494,-6.3531527,
n5862048421,More 4 Less,supermarket,shop=convenience,53.3424572,-6.3534025,
n5862048428,Londis,supermarket,shop=convenience,53.3425329,-6.354328,
n5862147292,Maggies,supermarket,shop=convenience,53.3391582,-6.3447869,
n5895385367,Centra,supermarket,shop=convenience,53.3406907,-6.3662127,Dublin
n5941342191,Lidl,supermarket,shop=supermarket,53.3506008,-6.2789436,Dublin
n5985266759,Daybreak,supermarket,shop=convenience,53.4525041,-6.1997139,Swords
n5995564564,F.X.Buckley,supermarket,shop=butcher,53.2939561,-6.479096,
n6013636378,Centra,supermarket,shop=convenience,53.292694,-6.1352928,
n6025988593,Spar,supermarket,shop=convenience,53.2865204,-6.3725706,
n6032948744,,supermarket,shop=convenience,53.3734609,-6.2176487,Dublin
n6033290892,Spar,supermarket,shop=convenience,53.3767989,-6.2235352,
n6034424232,Nearby,supermarket,shop=convenience,53.2835497,-6.1475734,Dún Laoghaire
n6044772535,Centra,supermarket,shop=convenience,53.2853418,-6.1531983,Dún Laoghaire
n6049729131,Eurospar,supermarket,shop=supermarket,53.4455708,-6.2008507,Kinsealy
n6055248807,Polonez,supermarket,shop=supermarket,53.2860972,-6.3756014,
n6055602768,Gunning Stores,supermarket,shop=convenience,53.2835461,-6.1472556,Dún Laoghaire
n6058643428,SuperValu,supermarket,shop=supermarket,53.2828213,-6.3175111,
n6072006476,Food Plus Belmayne,supermarket,shop=convenience,53.4040418,-6.1705959,
n6088867484,Spar,supermarket,shop=convenience,53.3304379,-6.2515393,Dublin
n6106480824,Spar,supermarket,shop=convenience,53.337366,-6.2658345,Dublin
n6128203804,Centra,supermarket,shop=convenience,53.3459442,-6.2631153,Dublin
n6144855291,Padoca,supermarket,shop=bakery,53.3499096,-6.2692361,"Dublin, Dublin"
n6151896935,Euro Saver,supermarket,shop=convenience,53.277579,-6.1411734,Dún Laoghaire
n6151896952,Centra,supermarket,shop=convenience,53.2777519,-6.1409195,
n6174940070,Green Door Market,supermarket,shop=greengrocer,53.3292445,-6.3415702,Dublin
n6178641229,The Gourmet Pantry,supermarket,shop=grocery,53.2931564,-6.1382977,Dún Laoghaire
n6178704557,T. Murphy,supermarket,shop=greengrocer,53.2930979,-6.138177,Dún Laoghaire
n6178795475,Hick's,supermarket,shop=butcher,53.2928077,-6.137495,Dún Laoghaire
n6178812292,Zbój,supermarket,shop=grocery,53.2927721,-6.1373671,Dún Laoghaire
n6179175057,Pinoy Sari Sari,supermarket,shop=grocery,53.294116,-6.1401129,Dún Laoghaire
n6179270866,Cornerstone Express,supermarket,shop=convenience,53.2913019,-6.1384526,Dún Laoghaire
n6184690202,Croissantly,supermarket,shop=bakery,53.2918611,-6.136701,Dún Laoghaire
n6185260270,Circle K,supermarket,shop=convenience,53.3401919,-6.2605756,Dublin
n6192788847,Bulfin News,supermarket,shop=convenience,53.3397458,-6.3147475,Dublin
n6192788848,P&P Meats,supermarket,shop=butcher,53.3397516,-6.314652,Dublin
n6202146377,Circle K,supermarket,shop=convenience,53.3423657,-6.2560377,Dublin
n6240289841,Eurospar,supermarket,shop=supermarket,53.3625768,-6.2376374,Dublin
n6240781732,Smyth's Butchers,supermarket,shop=butcher,53.3414671,-6.2659031,
n6241694527,Spice Bazar,supermarket,shop=supermarket,53.4590973,-6.2214864,Swords
n6242163380,Spar,supermarket,shop=convenience,53.3731161,-6.361308,Castleknock
n6242163383,Butlers Pantry Castleknock,supermarket,shop=supermarket,53.3730201,-6.3611806,Castleknock
n6252771776,Circle K,supermarket,shop=convenience,53.4031262,-6.2645069,
n6255409285,Centra,supermarket,shop=supermarket,53.3485749,-6.2293737,
n6257799722,Haoliland,supermarket,shop=bakery,53.3458121,-6.2638427,Dublin
n6257799740,Dollard & Co.,supermarket,shop=supermarket,53.3453272,-6.2670645,Dublin
n6261100801,Daybreak,supermarket,shop=convenience,53.2968327,-6.4691885,Rathcoole
n6266246323,Brady's Butchers,supermarket,shop=butcher,53.3000333,-6.4992899,Newcastle
n6267769985,Doyle Catering Meats Limited,supermarket,shop=butcher,53.293954,-6.4795197,
n6269981825,Market Butcher,supermarket,shop=butcher,53.295911,-6.4803734,
n6269981826,M&K Meats Limited,supermarket,shop=butcher,53.296194,-6.4802969,
n6284436628,Londis,supermarket,shop=convenience,53.3407449,-6.2687241,Dublin
n6303724410,Tesco Express,supermarket,shop=convenience,53.3505843,-6.256093,Dublin
n6316882131,Spar,supermarket,shop=convenience,53.2438129,-6.1405106,
n6319496968,Circle K,supermarket,shop=convenience,53.2955548,-6.1478698,Dún Laoghaire
n6328572660,Maxol,supermarket,shop=convenience,53.2767308,-6.1431323,
n6330851094,Dublin Meat Co.,supermarket,shop=butcher,53.4542515,-6.2241324,Swords
n6339174958,Daybreak,supermarket,shop=convenience,53.4876512,-6.3054731,Rolestown
n6392003466,Spar,supermarket,shop=convenience,53.3165156,-6.3331127,
n6412424676,Londis,supermarket,shop=convenience,53.2780168,-6.1728978,
n6421393839,Gaillot et Gray,supermarket,shop=bakery,53.3325765,-6.2754167,
n6433690188,Circle K,supermarket,shop=convenience,53.2944376,-6.2464855,
n6434652375,Polonez,supermarket,shop=convenience,53.2914619,-6.2464651,
n6544830673,Circle K,supermarket,shop=convenience,53.3487117,-6.2594436,Dublin
n6657669750,Collier,supermarket,shop=butcher,53.385955,-6.0653511,
n6676979027,Higgin's,supermarket,shop=butcher,53.3896593,-6.1102901,
n6680167916,Aldi,supermarket,shop=supermarket,53.3015382,-6.1820032,
n6704087870,Londis,supermarket,shop=convenience,53.3723313,-6.3373884,
n6710858595,Pizza Max,supermarket,amenity=fast_food,53.2947528,-6.142058,Dún Laoghaire
n6721461920,Blackrock Central,supermarket,shop=convenience,53.3027557,-6.1788116,
n6749206543,J&K's Corner,supermarket,shop=bakery,53.2742512,-6.1939099,
n6795483404,Sutton's Fresh Fruit & Veg,supermarket,shop=greengrocer,53.3845038,-6.3120309,Dublin
n6795621375,Bridge Butchers,supermarket,shop=butcher,53.3847109,-6.3121484,Dublin
n6795635485,Green Valley Meats Factory Shop,supermarket,shop=butcher,53.3854708,-6.3124613,Dublin
n7070310238,,supermarket,amenity=cafe,53.2914402,-6.1383093,Dún Laoghaire
n7072121643,Lumley's Bakery,supermarket,shop=bakery,53.3364415,-6.3243166,
n7072121653,Taste of Poland Mini Market,supermarket,shop=convenience,53.3393288,-6.3215313,
n7081952286,Nutty Delights,supermarket,shop=convenience,53.3425939,-6.26389,
n7243508037,Asian Food,supermarket,shop=convenience,53.3487076,-6.2676948,Dublin
n7251796352,Tesco Express,supermarket,shop=convenience,53.3323928,-6.2743206,Dublin
n7263044391,Gala,supermarket,shop=convenience,53.3498759,-6.2315835,
n7328197634,Asia Market,supermarket,shop=supermarket,53.3186762,-6.3560712,
n7446453363,Moldova,supermarket,shop=supermarket,53.3836948,-6.3997784,
n7593611045,Applegreen,supermarket,shop=convenience,53.5406358,-6.2100399,
n7605343181,Spar,supermarket,shop=convenience,53.2395057,-6.1234174,
n7606117588,Daybreak,supermarket,shop=convenience,53.2712096,-6.1441253,Dún Laoghaire
n7617911487,Mróz,supermarket,shop=supermarket,53.3418429,-6.4176981,
n7627009544,Newsworld,supermarket,shop=convenience,53.256337,-6.1343082,
n7684005555,Find Asia Asian Super Market,supermarket,shop=supermarket,53.3844454,-6.2140959,Artane
n7790697456,Dublin Food Co-op,supermarket,shop=supermarket,53.3423695,-6.3101919,Dublin
n7839946771,Polonez,supermarket,shop=convenience,53.32665,-6.3947202,
n7839946772,Moldova,supermarket,shop=convenience,53.3265213,-6.3948323,
n7939615407,The Seed Potato Company,supermarket,shop=greengrocer,53.4049715,-6.2726722,Dublin
n7968720915,Flemings Butchers,supermarket,shop=butcher,53.2888583,-6.2228517,Kilmacud
n7968723736,Robbie's Greengrocer & Food Store,supermarket,shop=greengrocer,53.2888663,-6.2227253,Kilmacud
n8017420646,Lidl,supermarket,shop=supermarket,53.3407888,-6.2657741,Dublin
n8040461163,YES Kabayan,supermarket,shop=supermarket,53.3493055,-6.2614031,
n8075009333,Polonez,supermarket,shop=supermarket,53.3500682,-6.4067232,
n8287166432,Brazil Food express,supermarket,shop=supermarket,53.3512018,-6.2701215,Dublin
n8303276368,,supermarket,shop=butcher,53.3254537,-6.2540903,
n8613842635,Star Asia Foods,supermarket,shop=supermarket,53.3507519,-6.2650212,
n8663136390,Grocer On The Green,supermarket,shop=convenience,53.3160683,-6.2654261,Dublin
n8807546734,Mace,supermarket,shop=convenience,53.2748903,-6.1379296,Sallynoggin
n8941721993,The Rock Bakery,supermarket,shop=bakery,53.5796586,-6.1090446,Skerries
n8952233568,Butcher's Block,supermarket,shop=butcher,53.3327557,-6.2157445,
n9181003821,Spice Bazaar,supermarket,shop=supermarket,53.2883849,-6.3704549,Tallaght
n9200238425,Polonez,supermarket,shop=supermarket,53.3855082,-6.397248,
n9243486831,SuperValu,supermarket,shop=supermarket,53.4546195,-6.2198293,Swords
n9244365311,Spar,supermarket,shop=convenience,53.2880387,-6.3563768,
n9248498577,SuperValu,supermarket,shop=supermarket,53.2772625,-6.1040577,"Dalkey, Dublin"
n9271887983,Centra,supermarket,shop=supermarket,53.4727773,-6.24501,Swords
n9294124093,D Conway,supermarket,shop=convenience,53.2752368,-6.113203,Dalkey
n9312963851,Centra,supermarket,shop=convenience,53.3069513,-6.337188,Dublin
n9318933732,Mace,supermarket,shop=convenience,53.4079714,-6.1581346,Dublin
n9322362417,Centra,supermarket,shop=supermarket,53.3534652,-6.2309418,Dublin
n9322362617,Polomarket,supermarket,shop=supermarket,53.3534858,-6.2312297,Dublin
n9327841839,Spar,supermarket,shop=convenience,53.4043272,-6.2844852,Dublin
n9350493917,Spar,supermarket,shop=convenience,53.4263951,-6.2399879,Dublin Airport
n9359612527,Centra,supermarket,shop=convenience,53.3298121,-6.3345237,Dublin
n9383018956,Mace,supermarket,shop=convenience,53.4840939,-6.1546777,Donabate
n9430979802,Spar,supermarket,shop=convenience,53.3444335,-6.3079097,
n9563596229,Mannings,supermarket,shop=bakery,53.2866697,-6.3718979,
n9566311503,Hicks of Dalkey,supermarket,shop=butcher,53.2776008,-6.1045803,Dalkey
n9628631904,SuperValu,supermarket,shop=supermarket,53.39581,-6.2143958,Dublin
n9711327914,The Bungalow,supermarket,shop=convenience,53.2846586,-6.1664696,
n9892726954,Lidl,supermarket,shop=supermarket,53.3503285,-6.2560503,Dublin
n9958947984,Centra,supermarket,shop=convenience,53.3866959,-6.1473557,Dublin
n9975511836,Mace,supermarket,shop=convenience,53.3318945,-6.2945423,Dublin
n10039018424,Flavour,supermarket,shop=supermarket,53.3852421,-6.3981218,
n10039018425,Bombay Bazar,supermarket,shop=supermarket,53.3844792,-6.3986455,
n10097075350,Dublin Meat Co.,supermarket,shop=butcher,53.4537626,-6.2249321,Swords
n10120757386,Fresh The Good Food Market,supermarket,shop=supermarket,53.3481827,-6.2331982,Dublin
n10136276604,Spar,supermarket,shop=convenience,53.3421715,-6.2275653,
n10140748959,Applegreen,supermarket,shop=convenience,53.4120781,-6.2396033,Dublin
n10261027678,Smart Shop Eurostore,supermarket,shop=convenience,53.2930955,-6.1377418,Dún Laoghaire
n10303378002,Centra,supermarket,shop=convenience,53.2684805,-6.1586131,
n10309184985,The Kiosk,supermarket,shop=convenience,53.2924146,-6.135557,
n10315658620,Spar,supermarket,shop=convenience,53.3330428,-6.2435653,
